Ad id 196455276,MG,MG 5,For Sale,Benzine,"450,000",Cash,2021,180000 to 199999,Automatic,Used,Red,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/92024a1b-dbac-44b7-8814-407dfa0700a5
Ad id 196524195,Jaguar,F-type,For Sale,Benzine,"2,650,000",Cash,2017,30000 to 39999,Automatic,Used,Gray,Coupe,More than 3000,Not Available,Not Available,/en/companies/Diamond-Automotive-9232
Ad id 196514488,Mercedes-Benz,C300,For Sale,Benzine,"1,800,000",Cash,2020,50000 to 59999,Automatic,Used,Black,Coupe,1800 - 2000,Not Available,Not Available,/en/profile/1a5f12b2-45db-44d3-9917-be52f8017eb6
Ad id 196251144,Subaru,XV,For Sale,Benzine,"745,000",Installments,2017,70000 to 79999,Automatic,Used,,SUV,1600,Not Available,Not Available,/en/companies/Auto-Auction-9203
Ad id 196528899,BMW,X5,For Sale,Benzine,"1,980,000",Cash,2015,90000 to 99999,Automatic,Used,Brown,SUV,More than 3000,Not Available,Not Available,/en/profile/9e055d89-5305-4518-8204-ed1104b15c50
Ad id 196237346,Mercedes-Benz,E200,For Sale,Benzine,"3,350,000",,2022,0 to 9999,Automatic,Used,Black,Sedan,1800 - 2000,Not Available,Not Available,/en/companies/auto-gate-884
Ad id 196155871,Jeep,Renegade,For Sale,Benzine,"845,000",Cash,2019,70000 to 79999,Automatic,Used,,SUV,1400 - 1500,Not Available,Not Available,/en/profile/576cb3c1-de11-47bc-8f38-38d7c03ed1d7
Ad id 196323959,Opel,Insignia,For Sale,Benzine,"670,000",Cash,2017,100000 to 119999,Automatic,Used,White,Sedan,1600,Not Available,Not Available,/en/profile/5d7abc7c-ce77-4ab3-8981-1fa19d304bc4
Ad id 195646632,Land Rover,Range Rover Sport,For Sale,Benzine,"4,850,000",Installments,2021,30000 to 39999,Automatic,Used,White,Other,1800 - 2000,Not Available,Not Available,/en/companies/IMG-MOTORS-7364
Ad id 196485648,BMW,316,For Sale,Benzine,"665,000",Cash,2015,120000 to 139999,Automatic,Used,Black,Sedan,1600,Not Available,Not Available,/en/companies/vip-motor-1030
Ad id 196375442,BMW,850,For Sale,Benzine,"5,200,000",Cash,2020,30000 to 39999,Automatic,Used,Gray,Cabriolet,More than 3000,Not Available,Not Available,/en/companies/Diamond-Automotive-9232
Ad id 195719484,Fiat,Tipo,For Sale,Benzine,"515,000",Cash,2021,80000 to 89999,Automatic,Used,Red,Sedan,1600,Not Available,Not Available,/en/profile/834c5e63-b37f-4a14-8c47-202f774b0975
Ad id 196453748,Mercedes-Benz,C180,For Sale,Benzine,"1,700,000",Installments,2022,0 to 9999,Automatic,Used,Silver,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/El-Tayaran-Cars-1113
Ad id 196510067,Land Rover,Range Rover,For Sale,Benzine,"1,000,000",Cash,2013,120000 to 139999,Automatic,Used,White,SUV,1800 - 2000,Not Available,Not Available,/en/profile/f00a74b9-d9dc-4d13-ab31-b8921803959f
Ad id 196496959,Mercedes-Benz,Other,For Sale,Benzine,"500,000",Cash,2015,160000 to 179999,Automatic,Used,Black,Hatchback,1600,Not Available,Not Available,/en/profile/547d4672-ae0a-4050-8a17-78ba84ad34ef
Ad id 196518173,Mercedes-Benz,C300,For Sale,Benzine,"2,350,000",Cash,2020,30000 to 39999,Automatic,Used,White,Coupe,1600,Not Available,Not Available,/en/companies/power-trade-9271
Ad id 196484878,Land Rover,Discovery Sport,For Sale,Benzine,"1,450,000",Cash,2016,120000 to 139999,Automatic,Used,Black,4X4,1800 - 2000,Not Available,Not Available,/en/companies/Auto-El-Badry-9455
Ad id 196459936,Mercedes-Benz,CLA 180,For Sale,Benzine,"1,300,000",Cash,2019,80000 to 89999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/3347548f-0bc0-4c85-8d2c-d6752596392a
Ad id 196146734,Seat,Leon,For Sale,Benzine,"1,380,000",Cash,2022,10000 to 19999,Automatic,Used,Red,Hatchback,1400 - 1500,Not Available,Not Available,/en/companies/urban-automotive-1505
Ad id 196496802,BYD,F3,For Sale,Benzine,"225,000",Cash,2020,70000 to 79999,Automatic,Used,Gold,Sedan,1600,Not Available,Not Available,/en/profile/e90e872a-da1a-4536-b092-91302f415b0b
Ad id 196495124,Hyundai,Elantra,For Sale,Benzine,"355,000",Cash,2013,100000 to 119999,Automatic,Used,Blue- Navy Blue,Sedan,1600,Not Available,Not Available,/en/profile/9b6587c5-ba02-4169-8e84-ae8084adf58b
Ad id 196527625,Nissan,Sunny,For Sale,Benzine,"380,000",Cash,2020,50000 to 59999,Automatic,Used,Black,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/62832bcd-bd6d-4fec-836a-6621d4a076a5
Ad id 196305631,Porsche,Boxster,For Sale,Benzine,"1,460,000",Installments,2019,0 to 9999,Automatic,Used,Blue- Navy Blue,Cabriolet,2200 - 2800,Not Available,Not Available,/en/companies/platinum-auto-1316
Ad id 195663544,Citroen,Xsara,For Sale,Benzine,"125,000",Cash,2001,More than 200000,Manual,Used,Gold,Sedan,1600,Not Available,Not Available,/en/profile/42f590b5-6527-4edc-8d05-c939446c7421
Ad id 196079935,MG,HS,For Sale,Benzine,"825,000",Cash,2021,70000 to 79999,Automatic,Used,Other Color,Hatchback,,Not Available,Not Available,/en/profile/690c0690-bb2f-4424-83fc-60bc4a287780
Ad id 196396274,Mercedes-Benz,CLS,For Sale,Benzine,"2,375,000",Cash,2019,70000 to 79999,Automatic,Used,Blue- Navy Blue,Sedan,1800 - 2000,Not Available,Not Available,/en/profile/e7d458db-3337-4cd7-89f1-21078c9b78c2
Ad id 196461134,Toyota,Corolla,For Sale,Benzine,"680,000",Cash,2019,70000 to 79999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/d6a153d6-1fe0-44e8-9ec3-3e771dda49cd
Ad id 196542559,Skoda,Kodiaq,For Sale,Benzine,"1,150,000",Cash,2022,10000 to 19999,Automatic,Used,Blue- Navy Blue,SUV,1400 - 1500,Not Available,Not Available,/en/companies/Ghandour-Auto-7940
Ad id 196289321,Jaguar,F-type,For Sale,Benzine,"850,000",Cash,2015,120000 to 139999,Automatic,Used,Red,Coupe,1800 - 2000,Not Available,Not Available,/en/companies/plan-b-1081
Ad id 196455654,Nissan,Sentra,For Sale,Benzine,"355,000",Cash,2016,100000 to 119999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/d3dd2dc5-7fe8-4c74-8074-44d93705b724
Ad id 196460477,Chery,Arrizo 5,For Sale,Benzine,"365,000",Installments,2022,30000 to 39999,Automatic,Used,Red,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Motors-Egypt-5514
Ad id 196511289,Hyundai,Accent,For Sale,Benzine,"140,000",Installments,2010,100000 to 119999,Automatic,Used,,Sedan,1600,Not Available,Not Available,/en/companies/El-Sayaad-Auto-8939
Ad id 196513161,Mercedes-Benz,C180,For Sale,Benzine,"1,150,000",Cash,2013,40000 to 49999,Automatic,Used,Silver,Sedan,1600,Not Available,Not Available,/en/companies/vip-motor-1030
Ad id 196532908,Peugeot,3008,For Sale,Benzine,"1,525,000",Cash,2021,10000 to 19999,Automatic,Used,Black,SUV,1600,Not Available,Not Available,/en/companies/Auto-Z-Group-8463
Ad id 196537586,Ford,Kuga,For Sale,Benzine,"650,000",Cash,2016,100000 to 119999,Automatic,Used,,SUV,,Not Available,Not Available,/en/companies/NOX-Automotive-9593
Ad id 196362428,Volkswagen,Passat,For Sale,Benzine,"700,000",Cash,2016,70000 to 79999,Automatic,Used,Black,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/192e372c-93de-4476-b29f-3f28efb4798f
Ad id 196545139,BMW,740,For Sale,Benzine,"1,050,000",Cash,2012,140000 to 159999,Automatic,Used,Black,Sedan,More than 3000,Not Available,Not Available,/en/profile/990dbe92-87bf-478c-87c9-ac528fccaf9e
Ad id 196545082,Toyota,Corolla,For Sale,Benzine,"720,000",Cash,2020,160000 to 179999,Automatic,Used,Blue- Navy Blue,Sedan,1600,Not Available,Not Available,/en/profile/b537d5b4-f8ff-41f3-a377-ecf4abf352ef
Ad id 196503933,Kia,Cerato,For Sale,Benzine,"550,000",Installments,2017,60000 to 69999,Automatic,Used,Silver,,1600,Not Available,Not Available,/en/companies/Automobile-ElBasha-9517
Ad id 196353546,Subaru,XV,For Sale,Benzine,"850,000",Cash,2021,60000 to 69999,Automatic,Used,Blue- Navy Blue,4X4,1600,Not Available,Not Available,/en/profile/b923edd9-39b4-4976-8416-515015072b0c
Ad id 196544742,Mercedes-Benz,GLS,For Sale,Benzine,"6,400,000",Cash,2023,0 to 9999,Automatic,Used,Black,,More than 3000,Not Available,Not Available,/en/profile/0bfbb0dd-8fd3-49f0-85bb-6bee6df9d90b
Ad id 196435479,Mercedes-Benz,GLA 200,For Sale,Benzine,"1,100,000",Cash,2016,60000 to 69999,Automatic,Used,Black,Hatchback,1400 - 1500,Not Available,Not Available,/en/companies/Leaders-motors-8806
Ad id 196544983,Nissan,Sunny,For Sale,Benzine,"230,000",Cash,2008,160000 to 179999,Automatic,Used,Black,Sedan,1600,Not Available,Not Available,/en/profile/f9061591-c6db-4a1f-82df-1d91fc566e33
Ad id 196544950,Chery,Tiggo,For Sale,Benzine,"347,000",Cash,2019,120000 to 139999,Automatic,Used,Gray,SUV,1600,Not Available,Not Available,/en/profile/f9061591-c6db-4a1f-82df-1d91fc566e33
Ad id 196544845,Kia,Cerato,For Sale,Benzine,"390,000",Cash,2015,180000 to 199999,Automatic,Used,Gray,,,Not Available,Not Available,/en/profile/69f3ded3-f888-4047-87b0-fc0c8cd0c456
Ad id 196544803,MG,ZS,For Sale,Benzine,"480,000",Cash,2019,140000 to 159999,Automatic,Used,Red,,1400 - 1500,Not Available,Not Available,/en/profile/f7cb820f-b41f-4eea-879e-c7426818c23a
Ad id 196542677,Kia,Carens,For Sale,Benzine,"480,000",Cash,2015,120000 to 139999,Automatic,Used,Other Color,SUV,,Not Available,Not Available,/en/profile/11879c11-dbde-4e93-8edd-8135d8e86cee
Ad id 196529756,Mercedes-Benz,C200,For Sale,Benzine,"750,000",Cash,2008,More than 200000,Automatic,Used,Burgundy,Sedan,1800 - 2000,Not Available,Not Available,/en/companies/Leaders-motors-8806
Ad id 196529733,Hyundai,Elantra,For Sale,Benzine,"655,000",Cash,2019,20000 to 29999,Automatic,Used,,Sedan,1600,Not Available,Not Available,/en/profile/97993286-9449-4c8e-9285-9174032dd2f0
Ad id 196503344,Citroen,C4 Grand Picasso,For Sale,Benzine,"825,000",Cash,2019,30000 to 39999,Automatic,Used,Beige,,,Not Available,Not Available,/en/profile/f619b962-570d-47f7-8660-034f096b5e50
Ad id 196544584,Fiat,Tipo,For Sale,Benzine,"635,000",Cash,2022,30000 to 39999,Automatic,Used,Other Color,Sedan,1600,Not Available,Not Available,/en/profile/74f27c39-d56b-4b47-8f5c-1f5fb4ef8706
Ad id 196544270,Volkswagen,Passat,For Sale,Benzine,"235,000",Cash,2000,140000 to 159999,Automatic,Used,Silver,Sedan,1600,Not Available,Not Available,/en/profile/7df80c85-f50b-4218-aa8a-b0dc6bdc8a35
Ad id 195671812,Nissan,Sunny,For Sale,Benzine,"380,000",Cash,2022,70000 to 79999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/4d2be5e8-8043-4474-87ed-f268b5c8b1fc
Ad id 196502872,Brilliance,Galena,For Sale,Benzine,"185,000",Cash,2008,180000 to 199999,Automatic,Used,Gray,,,Not Available,Not Available,/en/profile/f619b962-570d-47f7-8660-034f096b5e50
Ad id 196432097,Chevrolet,Optra,For Sale,Benzine,"470,000",Cash,2022,0 to 9999,Automatic,Used,Gray,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/777ad06c-97b4-4eff-88f7-0977f1194eb7
Ad id 196349351,Hyundai,Elantra,For Sale,Benzine,"425,000",Cash,2017,100000 to 119999,Automatic,Used,Brown,Sedan,1600,Not Available,Not Available,/en/profile/1bcbe996-eab9-4f1a-9633-bf1e37d1d348
Ad id 196544058,BMW,318,For Sale,Benzine,"800,000",Cash,2016,100000 to 119999,Automatic,Used,Blue- Navy Blue,,,Not Available,Not Available,/en/profile/8322ce4a-0b8f-4857-a1a0-def077cf1fbd
Ad id 196543960,Toyota,Fortuner,For Sale,Benzine,"710,000",Cash,2013,30000 to 39999,Automatic,Used,Black,Hatchback,2200 - 2800,Not Available,Not Available,/en/profile/4a9d52bd-db5c-413a-856e-28fed093450c
Ad id 196543740,Jeep,Renegade,For Sale,Benzine,"37,000",Cash,2021,20000 to 29999,Automatic,Used,Silver,SUV,1400 - 1500,Not Available,Not Available,/en/profile/5c8e41e2-1af0-4d4f-866e-30ef4ee2f146
Ad id 196543606,Proton,Wira,For Sale,Benzine,"120,000",Cash,2004,60000 to 69999,Manual,Used,Green,,,Not Available,Not Available,/en/profile/be0b3956-a034-4de0-8329-38412c1e3e5f
Ad id 196542644,Hyundai,Elantra,For Sale,Benzine,"365,000",Cash,2011,90000 to 99999,Automatic,Used,Other Color,,1600,Not Available,Not Available,/en/profile/112392ab-5a97-47e9-83cd-9689e62de6b5
Ad id 196502339,Chevrolet,Optra,For Sale,Benzine,"175,000",Cash,2007,140000 to 159999,Manual,Used,White,,1600,Not Available,Not Available,/en/profile/1488149a-c913-4078-bbf7-3023f316f5a2
Ad id 196492336,Citroen,C4 Grand Picasso,For Sale,Benzine,"500,000",Cash,2016,180000 to 199999,Automatic,Used,Gold,Hatchback,1600,Not Available,Not Available,/en/companies/Leaders-motors-8806
Ad id 196480351,Volkswagen,Passat,For Sale,Benzine,"1,220,000",Cash,2021,20000 to 29999,Automatic,Used,Silver,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/8bd8bc29-3409-4683-8d9a-a3f7c8d7f27c
Ad id 196480312,Subaru,XV,For Sale,Benzine,"870,000",Installments,2019,90000 to 99999,Manual,Used,,SUV,1600,Not Available,Not Available,/en/companies/Auto-Auction-9203
Ad id 196466034,Peugeot,3008,For Sale,Benzine,"375,000",Cash,2014,140000 to 159999,Automatic,Used,Silver,SUV,1600,Not Available,Not Available,/en/profile/4dfb8b09-4552-41af-af9a-14f18eecdc95
Ad id 196040469,Nissan,Sentra,For Sale,Benzine,"595,000",Cash,2021,0 to 9999,Automatic,Used,,Sedan,1600,Not Available,Not Available,/en/companies/Auto-Auction-9203
Ad id 196543552,Skoda,Octavia,For Sale,Benzine,"330,000",Cash,2011,180000 to 199999,Automatic,Used,Black,Sedan,1600,Not Available,Not Available,/en/profile/ab0ab119-1c69-46da-8d5d-8fe45087e884
Ad id 196066851,Hyundai,Elantra,For Sale,Benzine,"685,000",Cash,2022,20000 to 29999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/6eaec90f-efa6-4265-89a3-52579de444dd
Ad id 196513502,Mercedes-Benz,E300,For Sale,Benzine,"2,875,000",Cash,2020,20000 to 29999,Automatic,Used,Black,Sedan,1800 - 2000,Not Available,Not Available,/en/profile/5fc92f1b-19e7-4ced-be44-64ef04e5029a
Ad id 195896258,Opel,Meriva,For Sale,Benzine,"333,000",Cash,2016,60000 to 69999,Automatic,Used,Silver,SUV,1400 - 1500,Not Available,Not Available,/en/profile/460c4b12-db38-4bcf-8e22-562d2e9a573e
Ad id 196542267,Nissan,Sunny,For Sale,Benzine,"220,000",Cash,2014,120000 to 139999,Automatic,Used,Gray,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/13926e0a-44b6-4774-8a33-df1194b7d053
Ad id 196542117,Suzuki,Van,For Sale,Benzine,"165,000",Cash,2018,50000 to 59999,Manual,Used,Burgundy,,,Not Available,Not Available,/en/profile/d68d9e94-b922-4178-8687-ba453661f160
Ad id 196542282,Opel,Astra,For Sale,Benzine,"520,000",Cash,2017,140000 to 159999,Automatic,Used,Silver,,1600,Not Available,Not Available,/en/profile/00b54596-1340-4609-8f49-f455948f559a
Ad id 196542026,Suzuki,Jimny,For Sale,Benzine,"150,000",Cash,2000,50000 to 59999,Manual,Used,Blue- Navy Blue,4X4,1000 - 1300,Not Available,Not Available,/en/profile/538551e5-437e-48d4-87f2-475d79ef281b
Ad id 196542199,Mercedes-Benz,C200,For Sale,Benzine,"1,700,000",Cash,2022,10000 to 19999,Automatic,Used,White,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Ghandour-Auto-7940
Ad id 196541803,Suzuki,Ciaz,For Sale,Benzine,"580,000",,2022,10000 to 19999,Automatic,Used,,Sedan,,Not Available,Not Available,/en/profile/9c03e3a5-fc2c-4b9a-8232-d2fa86df62bf
Ad id 196541554,Jaguar,F-Pace,For Sale,Benzine,"2,300,000",Cash,2020,60000 to 69999,Automatic,Used,White,SUV,1800 - 2000,Not Available,Not Available,/en/profile/9c03e3a5-fc2c-4b9a-8232-d2fa86df62bf
Ad id 196541444,Audi,Q3,For Sale,Benzine,"1,650,000",Cash,2022,10000 to 19999,Automatic,Used,,SUV,1400 - 1500,Not Available,Not Available,/en/profile/9c03e3a5-fc2c-4b9a-8232-d2fa86df62bf
Ad id 196513395,Mercedes-Benz,C180,For Sale,Benzine,"1,695,000",Cash,2019,90000 to 99999,Automatic,Used,,Sedan,1600,Not Available,Not Available,/en/companies/vip-motor-1030
Ad id 196479163,Nissan,Sunny,For Sale,Benzine,"400,000",Installments,2020,60000 to 69999,Automatic,Used,Silver,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Automobile-ElBasha-9517
Ad id 196383350,Hyundai,Accent,For Sale,Benzine,"450,000",Installments,2021,10000 to 19999,Automatic,Used,Red,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 196382468,Chery,Arrizo 5,For Sale,Benzine,"370,000",Installments,2021,60000 to 69999,Automatic,Used,Other Color,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 196382364,Chevrolet,Optra,For Sale,Benzine,"355,000",Installments,2020,30000 to 39999,Automatic,Used,Gray,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 196381991,BYD,F3,For Sale,Benzine,"270,000",Installments,2020,60000 to 69999,Manual,Used,Silver,,,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 195778745,Chevrolet,Aveo,For Sale,Benzine,"315,000",Installments,2015,10000 to 19999,Automatic,Used,Silver,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 195778571,Suzuki,Alto,For Sale,Benzine,"155,000",Installments,2016,90000 to 99999,Manual,Used,Red,SUV,0 - 800,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 195766389,MG,MG 5,For Sale,Benzine,"465,000",Installments,2022,10000 to 19999,Automatic,Used,Burgundy,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 195766335,Peugeot,301,For Sale,Benzine,"420,000",Installments,2021,60000 to 69999,Automatic,Used,Black,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 196542043,Opel,Insignia,For Sale,Benzine,"570,000",Exchange,2016,140000 to 159999,Automatic,Used,Burgundy,,1600,Not Available,Not Available,/en/profile/cc91786d-f545-485e-8352-4ce00cc9e309
Ad id 196541815,Chery,Arrizo 5,For Sale,Benzine,"325,000",Cash,2020,80000 to 89999,Automatic,Used,Red,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/d343fa67-f890-4827-84b9-ca4f6c641456
Ad id 196541947,Mercedes-Benz,C180,For Sale,Benzine,"1,800,000",Cash,2022,10000 to 19999,Automatic,Used,Black,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Ghandour-Auto-7940
Ad id 196541905,Daewoo,Nubira,For Sale,Benzine,"125,000",Cash,2001,120000 to 139999,Manual,Used,Red,Sedan,1600,Not Available,Not Available,/en/profile/538551e5-437e-48d4-87f2-475d79ef281b
Ad id 196541862,Renault,Megane,For Sale,Benzine,"630,000",Cash,2020,80000 to 89999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/a29c9ce0-1c5b-478b-8f4a-6ef2f979d5e4
Ad id 196541851,Chevrolet,Aveo,For Sale,Benzine,"345,000",Exchange,2017,80000 to 89999,Automatic,Used,Burgundy,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/cc91786d-f545-485e-8352-4ce00cc9e309
Ad id 196541696,MG,6,For Sale,Benzine,"650,000",Cash,2021,70000 to 79999,Automatic,Used,Black,Sedan,1600,Not Available,Not Available,/en/profile/b2e3c4c1-c48f-403f-8154-9775fad44dba
Ad id 196541750,Kia,Cerato,For Sale,Benzine,"325,000",Cash,2010,120000 to 139999,Automatic,Used,White,Sedan,1600,Not Available,Not Available,/en/profile/445be931-063f-433e-895f-b7fd3f190c60
Ad id 196541682,Renault,Logan,For Sale,Benzine,"230,000",Exchange,2013,180000 to 199999,Automatic,Used,Black,Sedan,1600,Not Available,Not Available,/en/profile/cc91786d-f545-485e-8352-4ce00cc9e309
Ad id 196541677,Mercedes-Benz,C200,For Sale,Benzine,"1,350,000",Cash,2022,10000 to 19999,Automatic,Used,Black,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Ghandour-Auto-7940
Ad id 196541553,Hyundai,Tucson,For Sale,Benzine,"1,220,000",Cash,2021,50000 to 59999,Automatic,Used,Silver,,,Not Available,Not Available,/en/profile/db284d94-e56d-45c2-8dd7-ead500b9019f
Ad id 196541622,Lada,Granta,For Sale,Benzine,"285,000",Cash,2022,80000 to 89999,Automatic,Used,Red,Sedan,1600,Not Available,Not Available,/en/profile/26a1ab77-948f-466b-8624-774c17ce530c
Ad id 196541583,Mitsubishi,Lancer,For Sale,Benzine,"425,000",Cash,2016,20000 to 29999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/9621f6ff-2b43-4601-8fa3-47406e73439a
Ad id 196541578,Kia,Rio,For Sale,Benzine,"220,000",Cash,2008,More than 200000,Automatic,Used,,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/d8c1d361-3c11-441d-819f-ac3a67da99ca
Ad id 196541501,Audi,A1,For Sale,Benzine,"625,000",Cash,2013,140000 to 159999,Automatic,Used,Red,SUV,1400 - 1500,Not Available,Not Available,/en/profile/0cdb25d6-e4ae-4de5-81ca-43dcae2b5163
Ad id 196541524,Hyundai,Elantra,For Sale,Benzine,"445,000",Exchange,2020,100000 to 119999,Automatic,Used,Silver,Sedan,1600,Not Available,Not Available,/en/profile/cc91786d-f545-485e-8352-4ce00cc9e309
Ad id 196452008,Opel,Astra,For Sale,Benzine,"98,000",Cash,2005,More than 200000,Manual,Used,Silver,,,Not Available,Not Available,/en/profile/75faddb2-79dc-4f59-99fd-311632914a04
Ad id 196541481,Chery,Arrizo 5,For Sale,Benzine,"395,000",Installments,2022,50000 to 59999,Automatic,Used,Blue- Navy Blue,Sedan,1400 - 1500,Not Available,Not Available,/en/companies/Mohamed-Fahmi-Cars-9200
Ad id 196541431,Volvo,XC40,For Sale,Benzine,"1,200,000",Cash,2020,10000 to 19999,Automatic,Used,Blue- Navy Blue,SUV,1400 - 1500,Not Available,Not Available,/en/companies/Ghandour-Auto-7940
Ad id 196540887,Daewoo,Nubira,For Sale,Benzine,"135,000",Cash,2002,180000 to 199999,Manual,Used,Gold,Sedan,1600,Not Available,Not Available,/en/profile/28064726-204c-449c-b9df-1404b71441fc
Ad id 196540439,Peugeot,508,For Sale,Benzine,"1,600,000",Cash,2022,0 to 9999,Automatic,Used,Blue- Navy Blue,Sedan,1600,Not Available,Not Available,/en/profile/46e2ce89-6910-4bf5-94e4-a5c4bd26afb9
Ad id 196526565,BMW,X7,For Sale,Benzine,"5,600,000",Cash,2020,20000 to 29999,Automatic,Used,Black,,More than 3000,Not Available,Not Available,/en/profile/b4f21ac1-1fb2-49c9-8735-9f9e409b7050
Ad id 196526221,MG,ZS,For Sale,Benzine,"570,000",Cash,2021,60000 to 69999,Automatic,Used,White,SUV,1600,Not Available,Not Available,/en/profile/65fdf3ea-d26a-4ff3-83aa-3851b472b94e
Ad id 196512433,Kia,Cerato,For Sale,Benzine,"400,000",Cash,2015,120000 to 139999,Automatic,Used,Gray,Sedan,1600,Not Available,Not Available,/en/profile/32cc647c-c895-4742-8dae-6b8bb2e7bd9e
Ad id 196500280,Toyota,Corolla,For Sale,Benzine,"721,000",Cash,2019,100000 to 119999,Automatic,Used,Black,Sedan,1600,Not Available,Not Available,/en/profile/70a9e046-e053-4744-8bf1-599bab18faab
Ad id 196477563,Volkswagen,Tiguan,For Sale,Benzine,"1,500,000",Cash,2021,40000 to 49999,Automatic,Used,Blue- Navy Blue,,1400 - 1500,Not Available,Not Available,/en/profile/25782e82-89bc-4548-8324-eb078dfe1b70
Ad id 196540663,Fiat,Shahin,For Sale,Benzine,"65,000",Cash,2001,140000 to 159999,Manual,Used,White,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/28064726-204c-449c-b9df-1404b71441fc
Ad id 196536122,Fiat,Shahin,For Sale,Benzine,"75,000",Cash,2005,120000 to 139999,Manual,Used,Silver,Sedan,1400 - 1500,Not Available,Not Available,/en/profile/28064726-204c-449c-b9df-1404b71441fc
Ad id 196540823,Bestune,T77 Pro,For Sale,Benzine,"780,000",Cash,2022,0 to 9999,Automatic,Used,Yellow,SUV,1600,Not Available,Not Available,/en/profile/ac0ee7a6-e1a5-4fdb-899f-751a188f6996
